"app_name","content_id","category_id","device_id"
"landscape mayest","973b3c5b875124d7","M-7",3
"arrived perches","08ebcac6843113e2","Y-8",3
"--CHARLES wondering","1ac2aa9abb7ff134","Z-1",3
"insured was'","a2ef0d763b049895","M-7",2
"indestructible ducks","c220760b7bf6df97","Z-1",3
"disclosures late","0d21a4afb4a85d04","Z-1",3
"Besides commotion","789e7129f4d8d21f","Q-1",3
"Beloved calls?","8e8aec98d3a7a23d","Y-8",3
"dim serpent-snapping","80bdd67b6063c7ca","Y-8",3
"ring! whale--did","2b951681c79e0b5c","Y-8",3
"thought; famous","68dc883a37ebebe3","Y-8",3
"Artedi; 41","b3aee7c1086c0237","Z-1",3
"mealy prelusive","24bad5cb9ce4077a","Z-1",3
"crossed porch","232fdcdc1b5f28fa","Z-1",3
"wake ship's","304204f02257207e","Y-8",3
"log; see?","3d4b4ebe5805ad11","M-7",3
"undressed Coming;","2206095b9571bb34","Q-1",3
"change! Ganges","b9785f1c0dde4c53","Y-8",3
"operations aboriginal","5070e02253fe2a85","M-7",1
"medium carpenter's","b7a74c9acf4d0313","M-7",3
"birds nondescripts","f624a1394e01aba2","Z-1",3
"castor quaintness","593e9d36493035b4","Z-1",3
"feat waterward","0b15ee069f530e3e","Y-8",1
"WARRANTY nails;","575dc0f641fe52ca","Y-8",3
"typing bold","aab54ff25362d24b","M-7",3
"familiarity forget","7d78b5b4fd337f63","Q-1",3
"incomplete Pirohitee's","ae8007c2ef6c4941","Q-1",3
"lances triumphantly","d058e0f5fc7197d1","Y-8",3
"monster night's","cc1aac28059a9c73","Z-1",3
"measure gain","db7594100bb99a76","Q-1",2
"authority quality","c468c1ba007914f3","Z-1",3
"freezing shivering","7438fe821901138f","Z-1",1
"experiences world;","245b25407572a23d","Z-1",3
"cause Quakers","f35500852440f20d","M-7",3
"fountain Mogul's","1ca1c173ed0d5491","Z-1",3
"bravest schoolmasters","1302459f88076cd4","Q-1",3
"stores; majestical","1bb53d0092151776","Z-1",3
"groping ASIA","6062add5e203aa15","Z-1",3
"dreaming uneasiness--to","c76c8b75f3d8cc68","Q-1",3
"castaways massive","bcaee8c4a49d3fb2","Q-1",3
"Startled systematizer","a860678bfcb95225","Y-8",3
"Loomings smoky","92a9013d172a5d56","Y-8",1
"aright Davy","62bbc9735ee184a4","Z-1",3
"ain't boats'","8714e150e6ad1b44","Y-8",1
"pirate accompany","055956729b6a3e12","Y-8",3
"hasn't malicious","746b023731563b28","Y-8",3
"those wasn't","da7225a9015a77c6","M-7",3
"grow distress","18573ca62bdc4b57","Q-1",3
"STARTTHE butter--twenty","9f209b69e6c6de9e","Z-1",3
"by easy!","7bb885aa0e520e15","M-7",1
"intent solitary;","5c43a908d5ab818b","Q-1",3
"(American) robed","75c44c614181be38","Y-8",3
"nightmare vibrations","a846a4cf110d731d","Y-8",3
"isolate maledictions","e6b4472766966caf","Q-1",2
"tumultuous rifled","845d36fd4c44a5cc","Y-8",3
"twelvemonth cod;","179b8c2769afedcd","Z-1",3
"delude right?","452577cb87b5193b","M-7",3
"resumed Stammering","2a39ad36a8054f60","Z-1",3
"TWO dined","f73b1ea01585677c","Q-1",3
"pry AMERICA","64a419e7440109f9","Q-1",3
"striding pulling","0463b9576ed4a84e","M-7",3
"dusky go","45bbdfba76ff4535","M-7",3
"whetstone? resembling","a06bbdcb500dbf93","Y-8",3
"stockinged perils","a23e6ec3c0f2d5f8","Y-8",3
"platters progeny","c233aadbf1ce104a","Q-1",1
"Baltimore whistling","dfb4b79ebaa2f9b2","Z-1",3
"yes; bedside","a0580138e3f70891","Y-8",2
"enough--so whale;","c832931b4b0ab8ce","Q-5",3
"dawn prolonged","a9c3ebf8b63bbc8a","Q-1",2
"bully distended","5da220c84d868f6b","Z-1",3
"Squires see?--Posted","3e9daf86f777afc2","Z-1",3
"carries thing;","db0d71b9256f9cfe","Y-8",3
"hem! self-collectedness","e6642c5d55c56fa4","Z-1",3
"feminam ground)","eb31050619504a24","Q-1",1
"meridians lines","a1b6b9f0b4bfbf02","Q-1",2
"sire man's","b5802f5ce77ebba0","Y-8",3
"amount these","55a16d6e0840c462","Q-1",3
"constant FIGURED","de2b624839ee027c","Z-1",3
"long-drawn chase","3802111185bc784b","Y-8",3
"sanctity blow","36e2ce2d11b3f727","M-7",1
"half-seen cursed","808659791e67ccb7","Y-8",2
"equalled Maelstrom","641c23bc07b4683d","M-7",2
"(such entrenchments","88b0491a0ea28b5d","Y-8",2
"LONDON conflict","a580c07d535c4833","M-7",3
"mould steel!","d994b2f316c8d7a4","M-7",3
"marked complement","019606b1e936b000","Z-1",3
"symbolize gentleman","a2f5435e63872446","Z-1",3
"Canals tells","63026fec1e00ccbd","M-7",3
"hen's half-crazy","72c14a19dcc80b2d","M-7",2
"(SPERM scientific","3f7d9e310000a1fa","Z-1",3
"mealy-mouth adapted","7b9c1f0783090697","Y-8",1
"sorrows enlarge","d1542c62cf27fe61","Z-1",3
"it;--didn't battled","72cb4171ddfaec50","M-7",3
"longer [tried","f4b9de2c02b2c24e","Q-1",3
"whenever edifices;","07a22aff9fcdb433","Y-8",3
"essential whetstones","ec2737eea22b1fc6","Q-5",3
"this? too","ec606658088ac5a1","Z-1",3
"till lurk","89f1ecd9bb43031b","Z-1",2
"utterance mad?","cf007e815cfbc1f1","Z-1",1
"sceptre magnetic","20d332e9f7de7fb4","M-7",3
"Roman undoubted","0354640a5bec494d","M-7",3
"after-claps bison;","226fcf07ecaae022","Z-1",3
"admirer purchasing","408cfbbbb94de64a","Q-1",3
"hate; cheeriest","2982b050f03cb0ba","Z-1",3
"same Rhodes","5622c09613255ec4","Z-1",3
"treat on","dcaa9ca9e6096608","Y-8",3
"shady aspect!","27effd8c0f70cc62","Z-1",3
"third Christians","16d31d9dfda3a50b","Q-1",3
"grievances burglar","589a3b5c273e2ce6","Q-1",3
"Michael spiritual","e9664bc5ef1e0853","Y-8",3
"mad--Starbuck kinds","9c7aa1e9811bf304","Z-1",3
"art anointed","ee0cf836d1b003e1","Y-8",3
"winsome rake","992a47df3a01013e","M-7",3
"HAND proofreaders","644fed0788ab5e2a","Q-1",2
"Sw Go","e1e6453e0f17dd74","Q-1",3
"volatile livelihood!","3ae912c3dd39836a","Q-1",3
"reasoning yard!","f5b885ec1b869c8e","Z-1",3
"embark HIST","1e5c8495cdc34368","Z-1",3
"supernatural inserting","582c8ad37d894329","Z-1",3
"alter wrought","516eafe9a9fc183f","Y-8",3
"Acushnet Likewise","f313fa276b4491ac","Q-1",3
"Greeks averages","7daccd416282b874","Y-8",3
"embarks Mixed","2bc4aec6cbc06128","Z-1",3
"luxurious Bestow","1692083aa1c43e46","Z-1",3
"'Why' paddled","b09105921f3364f3","Q-1",3
"breezy tones;","c7bc15f97de0b94b","Y-8",2
"assumption; issuing","f2818dcfc8d35aa6","Y-8",3
"souls limit","463167a27566757c","Y-8",1
"Court CLUSTERS","3f33f5913213d78f","M-7",3
"comfortable furthermore","e8ce3b65a62abd9f","Z-1",3
"hugged there;","0ffd63aaa247ca96","Z-1",1
"hammer fierceness","27959fb27ce15aa7","Y-8",3
"SAILOR known","a219deda37bcba49","Z-1",1
"mutter studying","3e41845d34595cc6","Z-1",3
"bumpkin Seeing","efa691152c98d2f2","Y-8",3
"MAT) CABIN;","660a79a6b635edb3","Y-8",1
"without--within scarcity","ee185f326a34b3ad","Q-1",3
"rotund surviving","53780d441c31f71e","Q-1",3
"Christendom rage","30788879caff58ed","Y-8",3
"yelled beards;","89955d49e2e947ee","Z-1",3
"embodiment touchy","a6e478bbe60ec88a","Z-1",3
"Cape-Horner azimuth","fc97c1357e7c1052","Q-5",3
"mornings belongs","d79a2328cd3bd23f","M-7",3
"ceases half;","a97a0c4386d37a1f","Z-1",3
"ignorantly purposed","7690f650ea588fdc","Z-1",3
"haughty style","a25a5d8414e9977b","Q-1",3
"provocation children","f8517615046b67c7","Q-1",3
"inn said;","8fe802d6aa7de60b","Y-8",3
"Narwhale--however Straits","9b18a2bbdf71ffd7","Z-1",3
"shiver salamed","80945b06bc21a7cc","Y-8",3
"hailed ropeyarn","ecf4f3143371404f","Z-1",3
"flag article","97443c2a01cc6922","Q-1",3
"Chili psalmody","1f6c4142d53f86d8","Q-1",3
"oil liver","24dc46be39de206d","M-7",2
"straightway monkey","e7af6f3a846f8675","Y-8",1
"craft; jewellers","baaa360300cec0d9","Q-1",3
"Battery abandonedly","39b4bb65ad790791","Q-1",3
"revised Wrapping","6808636c5f70af61","Z-1",3
"reasons oath","e590d9cfbdbbb3f5","Y-8",3
"purposeless sequential","37ed08eb80d7db15","Y-8",3
"torture HORIZONTAL","d601ba7700aec717","M-7",3
"doors; smallest","0df610ee99f02286","Q-1",2
"either immensities","409dbc3ca739f6c6","Q-1",3
"tokens extras","babe89fead29756e","Z-1",3
"clayey courteously","65b4d55761b9b52c","Z-1",3
"poising whites","d6f8179b4d08369b","Z-1",3
"prove Avast!","3d617d93af838c02","Z-1",3
"nearest infringement","581eedf21f1e7f12","Y-8",3
"employed direct","369c461be657e055","Z-1",3
"annual keenest","a5cb29f3b46ac96c","Z-1",2
"flogging biscuit","e59d81210fdc5594","Z-1",3
"remote remaining","a79e0d352f7fa8bc","Z-1",2
"zone arched","dea3a289e0084b0f","Z-1",3
"somehow vision","dbd5d7f409185451","M-7",1
"bearskin dam-me","d2b343847bf29186","Y-8",3
"Bowditch buckle","a267618d4c23a85e","M-7",3
"fit keen","3ee6819903724d8c","M-7",3
"teaches anything","09d68620fd4306d1","Q-1",3
"kindled solitary","633d4647cd569d71","Z-1",3
"sending damn","480fd8355e1073b5","Z-1",3
"preparing remotest","9984036bef4ea626","M-7",3
"starve; socket!","532fec222a859758","Z-1",3
"circulates Anno","46037c4ef11b772a","Z-1",3
"nappishness gathering","2abe75c2699de312","Q-5",3
"cross belie","163aae11b6621271","Z-1",3
"tomahawk! pagoda","43c8205399fd6dfb","Y-8",3
"planning sensitive","a9f4276daf68b837","Y-8",3
"veiled exhausted","07c5331b4bb4fcb3","Y-8",3
"provided moose;","3d7edc889cf3f4e4","Y-8",3
"parted while","919be17914fac9e6","Z-1",2
"plaster--tied ork","ceecfb07af671b3b","M-7",3
"burying unsay","cf76621906b24a65","Y-8",2
"larboard grasps","f8ae47ab2bbf1ee9","Y-8",3
"it--for escape","70c498678db81101","Z-1",3
"noises Web","23f6b01fb65ef0d3","Z-1",3
"midnight feeling","cbc91ad6d44c9e6d","Y-8",3
"foremost sailings","d2688979bb60d586","M-7",3
"parricide horrors","11f2ed3f784f60da","Y-8",3
"others arrived","888de1f6c40618d0","Y-8",3
"coaches comprehend","f505cf1d2cb8460b","Q-1",3
"shade--owing paupered","3c6ee36f4adc66e5","Z-1",3
"pictures With","e3bc91e4ba01fadb","Z-1",3
"secret remnants","c103b6fdd707194f","Z-1",3
"measureless lest","f43fe3290d155ca5","Y-8",3
"remote glued","ea52421793da449a","Z-1",3
"Other unhinted","48ef7e17fe5bd883","Z-1",3
"voyage goblet's","4b62dd7ac845aeda","Q-1",3
"grunt; yawning","75e92d1a8ee75873","Y-8",2
"intrepidity Cut","36ffc9a1443c2cc3","M-7",1
"shrouds final","51a852271344eefa","Q-1",1
"arms TAKEN","57a351040f9dd994","Z-1",3
"Air FIFE","0f20ec27eafbf872","Z-1",3
"subsequent reverenced","02c23d9c9e24ebc7","Q-1",3
"Cannon Yojo's","14b7d12a1ad8f54a","Z-1",1
"Huge produce","5ec84339c81f30ba","Q-1",3
"comrades piping","998d88f526977656","Z-1",3
"Seeing rocky","bb25a7b8e36b65f3","Z-1",3
"Satan's innate","7fb0995bfeba0c05","Y-8",3
"mariner speaker","a40f09259de92794","Y-8",3
"Terrors Trap!'","c54d1546271d5490","Y-8",3
"aspect; contradictory","4b5958281bffd174","Y-8",3
"Thine haint","361c97df37db222c","Q-5",3
"prejudices murderers","6bcd2ce4ffc2631e","Z-1",3
"selected AMONG","9f89832e3cfdb885","Y-8",3
"Mediterranean mightest","71f26a5a0da73ae0","Z-1",3
"weigh indiscretions","5b1452579f53cd6e","Z-1",3
"society man","833eef95629ed02d","M-7",3
"I'll--I'll--yes Without","54312999664c4982","Z-1",3
"heroes shuffling","566595ac76ea4dde","Z-1",3
"summoned Lank","dfd352591580a035","Y-8",3
"button extinct","2f96718e4d9ec585","Y-8",3
"besides next;","16a7a0d1764e0000","Y-8",3
"recorded hunch-backed","8f194a2bbfcd9a8f","Y-8",3
"vigilance men","33026e9369c3c7aa","Z-1",3
"Tropic SOMETHING","a5abc06f76d0388d","Y-8",3
"moose society","2e04767d5fbd9546","Z-1",3
"entry; undeliverable","423188abfe4a44ff","Y-8",3
"lays content","d4c95a9d78a01f52","Z-1",2
"Latin clamorous","c86f3d0d5ab344ab","Q-1",1
"book casting","f933d2065b36f336","Z-1",3
"It motionless","7aa8d6869741be94","Z-1",3
"fifties ushered","185f89a96df06e73","Z-1",3
"long-armed stubbornly","79204c31dd4f42ae","Y-8",3
"contrast; affronted","dec312cdb552593d","M-7",3
"De random","d49c9d707ed6f383","Y-8",3
"incredible finding","8fa98e798cb35f34","M-7",3
"clock 60","2051a38cbf2663cb","M-7",3
"Enter once","1f4f23476086aa6d","Z-1",3
"ourselves honouring","68bcf46eb42ca151","Z-1",3
"back-fin dubiously","c30da6ad5539b1ea","M-7",3
"Stammering warriors","2ab5feee6e543858","Q-5",2
"appellations; toes","ce4fd626d2284daf","Q-5",3
"streaked Humpback?","71472cc7d93ad505","Q-1",3
"Split shovels","e7da5fe8f0593d50","Z-1",3
"dood pursue","3695e8d213c08761","M-7",2
"Horrible hatches","68982a289d2adbe5","Z-1",3
"indiscretions taking","d840574e2145d0a4","Q-1",3
"apotheosis! Folgers","a0c4cabd55b8827d","M-7",3
"a-whaling? mean'st","ca7bbfcee4647cd8","Z-1",3
"saltcellar Often","dd6a01323fd720a5","Z-1",3
"DISSECTION pants","9ac13114da89d460","Y-8",3
"staves drained","b8ae88e2761e28f2","Z-1",3
"SKRIMSHANDER ottomans;","48643a3424badc9f","Y-8",3
"incontinently using","60f3bfee00ec6ba8","Z-1",3
"gore cook","5b783266399d2710","Z-1",2
"Corrected landlessness","5dc171e1b2ccec8c","Z-1",3
"gallows! untutored","2a73ceed420f00a0","Y-8",3
"wales dinner","154790548ced12cb","Q-5",3
"childish preserving","489c34eee067cacb","Z-1",3
"100000000 pouring","fef20cb95a45d053","M-7",3
"veteran half-pretending","159fd1d9324c694e","M-7",3
"babies subject;","628af53bdb1c19bc","Z-1",3
"unreasonably corner;","1ddeb89d1423c5a1","Z-1",3
"climbing Sing","1995c34cd539bfab","Z-1",3
"try magnitude:--The","3daaff6542e847ec","Z-1",3
"insulted overwhelming","7ac212839cf84fca","Z-1",3
"feed--Oh admirable","5e709ce300fe2064","Q-1",3
"single spite","fda11593367d9803","Z-1",3
"man-haters sleepe","76f04837306c5312","Z-1",3
"swarthy bringing","388f65519deb0037","Y-8",3
"smooth napkin","80947e4824ea96e4","M-7",3
"seeks reserved","29438e64e9327182","Q-1",3
"arches typing","2ef1c77d939ce942","M-7",3
"profundities April","0b4aa91ecd1cc9b2","Z-1",3
"woodlands grappling","c72667ed4e316f69","Z-1",3
"appal deftly","941f8921b2452f7c","Y-8",2
"fill port","88690a5adabae694","Q-1",3
"grown Wall","50f037a642ec2733","Z-1",3
"knotted wise","df7b4ced5c83169e","Y-8",3
"Logan convince","d4b0de9c212ba091","Z-1",3
"thirty-six High","e892d3456058865d","Q-1",3
"baleen whistling","b5f4bb38cb4b7475","M-7",1
"predecessors strike","0afd6760dc1a9fe6","Z-1",3
"Stop feel","03122e2c6b2a0f2c","Z-1",3
"Drink personified","e62d85dd802ada6e","Y-8",3
"unit water--something","2b7b6219cd2ba402","Y-8",1
"scorn; NUMBER","94922bbf11fa2bec","Y-8",3
"of? casement","7a7737f43e7ae3bc","Z-1",3
"Life mould","e10dfa76adb1bd5f","Y-8",3
"destined Jaffa","d7867d66602ea029","M-7",2
"sincerity arrested","021f6810407394d5","Q-5",3
"end? sadder","b4a1ea45848add80","Q-5",3
"wine politeness","c29142dded68ae20","Z-1",3
"advertised wounded","589855efbeb9dfb3","M-7",3
"sprat tread--an","1134961829d7044b","M-7",3
"ha! Joppa","d0e81a4325d7c921","Z-1",1
"talkest earnestness","966a029fc3c089bd","Q-1",3
"congealed Bridge","2087754977597cd2","M-7",1
"fight! suicides","b5343e581fa7e3bf","M-7",3
"--THOMAS Pequod--that","d44e56b18c1f7a96","M-7",3
"Christendom ratifying","7a5fdb3b0f1e52f2","Z-1",3
"preserved TAMBOURINE;","6ace88610549fa8d","Z-1",3
"FRENCH enjoyed","3fd822dc566a3fc1","Y-8",3
"actively stride","250954bbc6db8690","Y-8",3
"imagination congealed","4e7bcffa3926d96c","Z-1",3
"continents; Face!","8004b80ebe9e8133","Y-8",3
"grew mangrove","54128a5d84cd1b24","Z-1",3
"Quaker Peleg;","8af23ed1dcc7295a","Q-1",3
"glad-hearted FORECASTLE]","fd1300344f235a46","Q-1",3
"MENDING method","52c29b86fb19c81f","Y-8",3
"shelf PROGRESS","7a484440e036a2e1","M-7",3
"embarks apotheosis!","dd1f5b602b25638b","Z-1",2
"prepare shipmates","9ed9d71181c1fff9","Z-1",3
"pouch AND","391e42bab905ec9b","Y-8",1
"scarcely hands:","c59ae2aa73c40993","Z-1",1
"army bowels","23b47153229f26d5","M-7",3
"ye my","e26b4e858f93f11a","M-7",3
"reference rough","51b10b0870292ffa","Y-8",1
"aspect; set;","e31a84e5e3e362bf","Y-8",1
"shore marlinspikes","1bb4082146261916","Z-1",2
"Earls common;","7f1f3c124f7e0ee6","Q-1",1
"deserts--when December","3cf50ebebbd38813","Z-1",3
"limit quietly","ae75ac1dedc6e96b","Y-8",3
"lip! appal!","ffd7434ea4ae2f5e","Z-1",3
"withal Hussey","d539a4e5d68ae202","Z-1",3
"wont derived","0f31693a9cf92cfe","M-7",3
"bully viewing","fc75c4bf27795980","Z-1",3
"Himmalehan agony","614281db83d0b0f2","Z-1",1
"investiture Herein","a24e64c79ae84be0","Y-8",3
"contradictory cursed","5caff936dfbbaeb5","Z-1",3
"chuckled vitiated","e56337be54bd19a6","M-7",2
"chassee said--therefore","6f3715c0f99caf6c","Z-1",3
"restraint; name)","5460fd7ff997b8a9","Q-5",3
"anywhere departure","f3e3764e4293b029","Z-1",3
"Asia twelve-o'clock-at-night","02e3df0ef9f66814","Y-8",3
"puffs melt","58a79ad7a1a6f1ab","Y-8",3
"parade deliverance","73d7bdb1778509e7","M-7",3
"canoe washes","49e35d6fdfa75c65","Q-1",3
"Povelson changing","19c5ea733bc30635","Y-8",3
"main phraseology","fe4f8f9625991f98","M-7",3
"Corrected likes","fdcfd626d89ec46f","Z-1",3
"swords Her","77c6c25e07676996","Q-1",3
"eventually skies","c0a29b8e64d675e6","Z-1",3
"him--bolt outside;","099b3779b121d45b","Z-1",3
"THEIR appearances","7bd8e549521f4854","Z-1",3
"seizing around","81a00b604ff27809","M-7",3
"fundamental tipping","c17170ac3e95fd62","Y-8",3
"PRIMER lowly","9094472314d32a2c","Y-8",3
"sons piety","94e5d0935a845111","Y-8",3
"Quakeress coronation","a02fb19e0f0f1ac6","M-7",3
"imperfect blazing","8c1a888c3ba17871","Q-1",2
"voyage; custom","3d714131a80fe769","Q-5",3
"Bildad? Files","68a0b3e527b9d4ac","Z-1",3
"bethink punchbowl;--taking","f250e81b844fbf08","Y-8",3
"dwelling slid!","1c924aec69835970","Y-8",3
"returning letting","71147df196dadc57","Y-8",3
"look-out buttered","46751d1b5e8ea090","Y-8",3
"lungs THEOLOGY","372e42bbaa3dc0e4","Z-1",3
"leaping AZORE","494aa1e51ac578dd","Q-1",3
"Indian-file belong","8af315b369e33e66","Z-1",3
"Grampus's prosecution","42dac351f4e45501","M-7",3
"chapel; STANDING","89f5975f16a09776","Y-8",3
"tea oftenest","50937a794ead7872","Z-1",3
"extended D'ye","022590087e963525","Z-1",3
"decline promiscuously","31e53835086555af","Z-1",3
"to-night; scratch","771207c5dfccd787","Z-1",3
"crosswise contradicted","c385388ecaf3b88a","Q-1",3
"crockery wherever","8a6a49ce2a35875e","Z-1",3
"exceeding wound's","59dee6c6b700112b","Q-1",3
"established Originally","88a94b52374481e8","Y-8",3
"battle-fields sir--(ASIDE)","daf6b4d544148863","Y-8",2
"baker wall?","d1a00e6b087de03e","Y-8",1
"ox runs","af3ec838ff365166","Z-1",3
"SURVIVORS preacher's","e0bbb30580ea34c9","Z-1",1
"hungry crippled","732ee585d41571f0","Y-8",3
"insinuating halls","95cadcd2b3c4c48d","Z-1",3
"predestinated dedicated","739a4b526206101a","Z-1",3
"Pequod--that reasonable","4977375a7011d0ad","M-7",3
"malignity Killed","eae5d0646d848269","Q-1",3
"cabin craft--Bildad","65a0de6780c37a79","M-7",3
"mad? pursuers","a022b3f25c926acd","Q-1",3
"personally cared","f74a56b6d583d201","Y-8",3
"Sword-Fish?--this prodigious","f1cfe5d1c8d96218","Z-1",3
"smokers? midnight--how","0aad2030a0f752cf","Q-1",3
"strutting whalesmen","107effe00b27b45f","Y-8",3
"Whales forehead","01968c31d2a1428c","Z-1",3
"south--wherever hither","f17a840e841dfce3","Q-1",3
"saws; thought","ba389157d6346b72","Q-1",3
"lies ruin","837965c6bc45f299","Z-1",1
"poetical wake!","ad0aeebc89e8ad3c","Q-1",3
"WHALING? embattled","40d2dffc4901db9d","M-7",3
"gable-ended irons!","bb9801b1e29f6c48","M-7",1
"fiddle-headed safely","e8c91d9bf4be70d3","Z-1",2
"undeniable towing","d19de374b9e334d2","Z-1",3
"democracy draught","860a7de771776f24","Z-1",2
"offence sonorous","cdffc81f47df79a5","Y-8",3
"Jupiter; patrolling","87c206c2ef86ee01","M-7",1
"crosswise Where","04fee0296f7a412f","Q-5",3
"salamed nailing","a1fd723d6bfc7add","Z-1",3
"almighty baronial","a3f64fe1624d62cf","Z-1",3
"masts--cut preliminaries","a8037c7f51be019a","Q-1",3
"enemies unmitigated","d36ca1e70f07c214","Z-1",1
"infallibly unbroken","ae084079e337500c","Q-5",3
"boys Gather'd","cbda229e86c2428e","Z-1",3
"all--there's grub-worm","38f05f946e749c12","M-7",3
"wad (RIGHT","256815762801c270","M-7",3
"matter fear!","2481dcc66bc353c6","Z-1",3
"supply bull's","25d70474e74f37d6","Z-1",3
"accommodated nose","a356acefea7da3cf","Z-1",2
"pillar Likewise","513ed76dd7bedbcd","Z-1",3
"gallons hereby","2c241c2e82e10f63","Y-8",3
"bashful sleep'","e8c36fa5ae1d700e","Q-1",3
"stroke proceeded","75057da29b0d5981","Z-1",3
"kennel! None","239594b9d00ab1f2","Y-8",3
"hatchways crick","055d35fb6f7aa0be","Y-8",3
"extorting finny","d60888e80f1e7ccd","Z-1",3
"Commanders marches","3a7518411e842c8b","Q-1",3
"China; TALBOT","a79d1eba2734e474","Z-1",2
"doubts methinks","002f3775d84a816a","Z-1",2
"jingle names--a","a2b329c86273a2c0","M-7",3
"proper cheery","1de64cce342ed583","M-7",3
"1 grasp","800ccc693448fc4c","Q-1",3
"allurings eagle","abdc1f46b2527d5e","Z-1",3
"whale! unsurrenderable","075395dd2e83f99d","Q-5",3
"toes wearied","30c042e5f633ea12","M-7",2
"carted tied","755408f923bc2377","Z-1",3
"capacity whale-naturalists","fa9e1b602b98253f","M-7",3
"chief-mateship antique","664d9b53da7a6f91","Q-5",3
"complexion inference","7b8488a685e3d1a5","Z-1",2
"juncture Grant","c4495ba4b5eb8587","Q-1",3
"SISTER LAY--'","6177bb15a41f36d0","Z-1",3
"trap-hatch surprising","611ac0f69f684555","M-7",3
"special torments;","92163af750f571a3","Y-8",3
"seclusion 1850","a5dfb543c5729bf3","Z-1",3
"THEN contrivance","6e9e3f8755b014a7","Y-8",3
"unfailing wights","8329a609cffbe1cb","Q-1",3
"fully contradictory","ff6a79a3254d8ad5","Z-1",3
"announces heavily","df551a2f6abaaffa","Z-1",3
"Peleg; (FIN-BACK)--Under","1c4143077be03ab4","Q-1",3
"medicament extremely","11862d2d869936b2","M-7",1
"counters wire;","34086cec6eab6d75","Z-1",3
"lightly howled","d1cf7d6762a02f54","Y-8",3
"ancestress actively","f6f070ed1d1be2c6","Y-8",3
"poetical yawning","3b41224b02fd3192","Q-1",3
"Skin noises","1f72fced7aab4002","Z-1",3
"third occupied","4840bb3dd35c2354","Z-1",3
"comfort's circulation","fbc4ab28140576cf","Y-8",3
"revellers reckoning","786ba9d44f4f3944","Q-5",3
"glory: Tall-Spout","0ed448ece48e24cf","Z-1",3
"sire relieving","947489c8c3e0a1f3","Z-1",3
"castors guard","61160041b9ab0208","Q-1",3
"Nearly circumspection","fea0e9ec4ba5dfb0","Q-1",3
"againe Clootz","49dc557855f49ff4","Z-1",3
"lantern perisheth","734c083a397cbf48","Y-8",2
"enormous dismissed","88c2ed3dbc138f3d","Z-1",3
"choice throw","87d950dbd69c41bb","Y-8",1
"drags excellence","192342bdac53bf31","Y-8",3
"cocoanuts hereby;","4c45f7b48d86ccd8","M-7",3
"pitch-like carpet-bag","d0ed5d4e6ebcb589","Z-1",3
"bustles fabulous","b191fe3664a0c6a7","Z-1",3
"energy than","35abfd179ec70409","Z-1",3
"TO captain","de248476eec31bf2","Z-1",3
"Nantucket; system","aa8e5bbfc455ddd9","Q-1",3
"insect keenest","1fd999e93822ae8f","M-7",3
"mouth; artful","b5c004027abdefed","Z-1",3
"remains Vineyard","66fd04531729b0bc","Y-8",1
"moodiness milk;","03c89994dba76ce9","Y-8",3
"cove! random","018cc526b9da06f6","Q-5",3
"prestige call","d2ad95507ef6ddf1","M-7",3
"relieving activity","11eeb0180ec7a299","Q-1",3
"Mast-head goodly","82446f4ccec4e749","Y-8",3
"cursing Consider!","80f6c6dd93df51f3","Q-1",3
"ornamented turnpike","e123cbb10a54aa5f","Z-1",2
"revived shouts?","2442d862265b6f81","M-7",3
"animals nights--do","71cc78b6addcdc63","Q-1",3
"meeting-house? respond","42e45e59e6d3dcf1","Y-8",3
"--SIBBALD'S occupation","d862535438d4314c","M-7",3
"cylinders vain!","07d53efa8e531e15","Y-8",3
"houses --WEBSTER'S","15524d8a9d026bd9","Z-1",3
