Register_days_until_transaction,num_trans_iPhone,num_trans_iPad,num_trans_Entertainment,num_trans_Games,num_trans_Photos & Videos,num_trans_Social Networking,num_trans_Utilities,Total_num_of_transactions,iPhone_Revenue,iPad_Revenue,Entertainment_Revenue,Games_Revenue,Photos & Videos_Revenue,Social Networking_Revenue,Utilities_Revenue,Total_Revenue,Cluster
2388.0,104.0,48.0,15.0,75.0,40.0,9.0,13.0,152.0,861.0099999999998,310.56,82.85,795.3399999999999,160.60000000000002,38.910000000000004,93.86999999999998,1171.57,Silver Subscribers
2637.0,106.0,46.0,10.0,89.0,37.0,7.0,9.0,152.0,845.99,352.57000000000005,39.900000000000006,799.1899999999999,260.63000000000005,36.93,61.910000000000004,1198.56,Silver Subscribers
2321.0,122.0,30.0,12.0,84.0,39.0,5.0,12.0,152.0,851.8499999999999,267.72,56.88000000000001,732.25,232.61000000000007,44.95,52.88000000000001,1119.57,Silver Subscribers
2002.0,117.0,35.0,13.0,82.0,35.0,7.0,15.0,152.0,915.8699999999999,285.67999999999995,70.87,828.25,208.65000000000003,30.93,62.850000000000016,1201.55,Silver Subscribers
1574.0,106.0,46.0,21.0,86.0,32.0,3.0,10.0,152.0,964.9999999999998,365.59000000000003,156.79,888.25,215.67999999999998,10.97,58.900000000000006,1330.59,Silver Subscribers
2699.0,106.0,46.0,12.0,73.0,41.0,5.0,21.0,152.0,848.0099999999999,290.57000000000005,87.87999999999997,677.3699999999999,262.59000000000003,33.949999999999996,76.78999999999999,1138.58,Silver Subscribers
2203.0,109.0,43.0,9.0,83.0,41.0,6.0,13.0,152.0,889.9499999999998,267.61,47.91,792.2499999999999,230.59000000000003,36.940000000000005,49.87000000000001,1157.56,Silver Subscribers
1990.0,118.0,34.0,11.0,90.0,33.0,8.0,10.0,152.0,976.8699999999999,225.7,78.89,818.19,204.67000000000002,33.92,66.89999999999999,1202.57,Silver Subscribers
2582.0,113.0,39.0,11.0,88.0,28.0,7.0,18.0,152.0,853.9599999999999,264.64000000000004,69.89,714.24,152.72,42.93,138.82000000000002,1118.6,Silver Subscribers
2363.0,115.0,37.0,14.0,83.0,33.0,5.0,17.0,152.0,749.9199999999998,269.65000000000003,77.85999999999999,607.26,213.67000000000002,30.950000000000003,89.83,1019.5699999999999,Silver Subscribers
2364.0,111.0,41.0,13.0,81.0,32.0,4.0,22.0,152.0,802.9499999999998,330.61,124.86999999999999,714.27,185.68,7.960000000000001,100.77999999999997,1133.56,Silver Subscribers
2065.0,103.0,49.0,17.0,83.0,31.0,9.0,12.0,152.0,954.04,434.52,104.83,926.25,213.69000000000005,90.90999999999998,52.88000000000001,1388.56,Silver Subscribers
2494.0,105.0,47.0,10.0,89.0,32.0,8.0,13.0,152.0,855.0199999999999,314.58000000000004,54.900000000000006,748.23,232.68,67.92,65.87,1169.6,Silver Subscribers
1705.0,113.0,39.0,12.0,85.0,34.0,7.0,14.0,152.0,974.9299999999998,298.66,87.87999999999997,848.26,219.66000000000003,54.93,62.860000000000014,1273.59,Silver Subscribers
2588.0,113.0,39.0,12.0,86.0,29.0,8.0,17.0,152.0,788.8999999999999,304.64000000000004,89.88,649.2,216.71000000000004,25.92,111.83,1093.54,Silver Subscribers
2802.0,100.0,52.0,17.0,79.0,34.0,8.0,14.0,152.0,727.06,372.52000000000004,96.83,699.3100000000001,207.66000000000003,33.92,61.860000000000014,1099.58,Silver Subscribers
2291.0,105.0,47.0,13.0,87.0,31.0,9.0,12.0,152.0,802.99,354.56000000000006,50.87000000000001,863.2,137.69000000000003,64.91,40.88000000000001,1157.55,Silver Subscribers
2040.0,111.0,41.0,14.0,87.0,35.0,4.0,12.0,152.0,805.94,358.63,87.85999999999996,820.22,156.65000000000003,41.959999999999994,57.88000000000001,1164.5699999999997,Silver Subscribers
3293.0,106.0,46.0,14.0,86.0,35.0,4.0,13.0,152.0,894.9799999999999,327.59000000000003,56.860000000000014,843.23,217.65,26.96,77.87,1222.57,Silver Subscribers
2030.0,115.0,37.0,11.0,86.0,34.0,6.0,15.0,152.0,747.8999999999999,242.67000000000002,60.89000000000001,690.23,146.66000000000003,35.940000000000005,56.850000000000016,990.5699999999999,Silver Subscribers
3149.0,105.0,47.0,11.0,79.0,43.0,8.0,11.0,152.0,786.02,393.56000000000006,47.89000000000001,756.31,259.57000000000005,53.92,61.89000000000001,1179.58,Silver Subscribers
2146.0,112.0,40.0,13.0,73.0,46.0,6.0,14.0,152.0,937.9299999999998,205.63,72.86999999999998,701.3499999999999,257.5400000000001,27.939999999999998,83.85999999999999,1143.56,Silver Subscribers
3001.0,111.0,41.0,21.0,74.0,33.0,7.0,17.0,152.0,800.97,262.6,110.78999999999998,700.3499999999999,151.67000000000002,39.92999999999999,60.830000000000005,1063.57,Silver Subscribers
1787.0,112.0,40.0,15.0,80.0,29.0,12.0,16.0,152.0,840.9299999999998,267.62,81.85,692.27,176.71000000000004,51.879999999999995,105.83999999999999,1108.5500000000002,Silver Subscribers
1842.0,115.0,37.0,8.0,85.0,40.0,6.0,13.0,152.0,978.8799999999999,244.69000000000005,20.92,841.24,225.60000000000002,38.940000000000005,96.86999999999999,1223.57,Silver Subscribers
2584.0,103.0,49.0,15.0,84.0,36.0,4.0,13.0,152.0,791.03,371.53,140.84999999999997,773.24,163.64000000000004,12.96,71.86999999999999,1162.56,Silver Subscribers
3156.0,113.0,39.0,10.0,86.0,35.0,4.0,17.0,152.0,948.9399999999998,283.64000000000004,56.900000000000006,804.24,253.65000000000003,25.96,91.83,1232.58,Silver Subscribers
2105.0,111.0,41.0,12.0,79.0,39.0,5.0,17.0,152.0,827.9699999999999,180.61,68.88,609.3100000000001,204.61000000000007,29.950000000000003,95.83,1008.58,Silver Subscribers
1729.0,110.0,42.0,19.0,87.0,28.0,6.0,12.0,152.0,753.9599999999999,268.62,117.80999999999999,694.23,126.71999999999997,25.940000000000005,57.88000000000001,1022.5799999999999,Silver Subscribers
2132.0,94.0,58.0,13.0,78.0,33.0,7.0,21.0,152.0,682.1,484.47,73.87,711.31,223.67000000000002,50.93000000000001,106.78999999999998,1166.57,Silver Subscribers
1898.0,107.0,45.0,9.0,103.0,22.0,6.0,12.0,152.0,860.9799999999998,438.57000000000005,78.90999999999998,993.04,115.77999999999997,45.940000000000005,65.88,1299.55,Silver Subscribers
2666.0,112.0,40.0,7.0,90.0,35.0,6.0,14.0,152.0,860.9499999999998,274.63,58.92999999999999,734.1999999999998,215.65000000000003,39.94,86.85999999999997,1135.58,Silver Subscribers
3062.0,105.0,47.0,20.0,76.0,33.0,5.0,18.0,152.0,789.01,386.56000000000006,121.79999999999997,699.3299999999999,204.67000000000002,26.95,122.81999999999998,1175.57,Silver Subscribers
3064.0,104.0,48.0,17.0,81.0,35.0,7.0,12.0,152.0,821.9899999999999,312.57,82.83,748.27,224.65000000000003,35.93000000000001,42.88000000000001,1134.56,Silver Subscribers
2945.0,108.0,44.0,7.0,86.0,35.0,9.0,15.0,152.0,777.98,349.58000000000004,62.93000000000001,702.22,230.65000000000003,56.910000000000004,74.85000000000001,1127.56,Silver Subscribers
2378.0,114.0,38.0,21.0,70.0,36.0,8.0,17.0,152.0,1025.8999999999999,207.66000000000005,133.79000000000002,744.3799999999999,172.64000000000004,61.919999999999995,120.83,1233.5599999999997,Silver Subscribers
1629.0,113.0,39.0,14.0,82.0,36.0,5.0,15.0,152.0,837.9399999999998,312.64000000000004,63.860000000000014,735.28,224.64000000000004,32.95,93.84999999999998,1150.58,Silver Subscribers
2467.0,104.0,48.0,11.0,83.0,33.0,8.0,17.0,152.0,827.0099999999998,350.54999999999995,62.89,837.25,172.67000000000002,30.92,73.83,1177.56,Silver Subscribers
1607.0,106.0,46.0,18.0,83.0,31.0,4.0,16.0,152.0,818.9999999999999,288.57000000000005,73.82,733.26,167.69000000000005,22.96,109.84,1107.57,Silver Subscribers
1941.0,116.0,36.0,21.0,84.0,27.0,4.0,16.0,152.0,862.9099999999999,283.68,131.79,739.27,161.73000000000002,35.96,77.84,1146.59,Silver Subscribers
2347.0,91.0,61.0,14.0,92.0,31.0,4.0,11.0,152.0,795.1199999999999,495.42,116.85999999999997,860.1399999999999,239.69000000000005,18.959999999999997,54.89000000000001,1290.54,Silver Subscribers
1888.0,107.0,45.0,11.0,87.0,34.0,9.0,11.0,152.0,871.0,425.58000000000004,60.89000000000001,903.23,217.66000000000003,48.910000000000004,65.89,1296.58,Silver Subscribers
2292.0,108.0,44.0,10.0,91.0,27.0,7.0,17.0,152.0,882.98,402.59000000000003,69.89999999999999,899.1799999999998,173.73000000000002,40.93,101.83,1285.5699999999997,Silver Subscribers
2147.0,108.0,44.0,14.0,80.0,35.0,10.0,13.0,152.0,796.99,313.59000000000003,109.85999999999996,747.3,137.65,48.9,66.87,1110.58,Silver Subscribers
1646.0,110.0,42.0,16.0,79.0,34.0,4.0,19.0,152.0,981.9399999999999,316.63,88.84,858.3,181.66000000000003,22.959999999999997,146.81,1298.57,Silver Subscribers
2027.0,109.0,43.0,20.0,77.0,30.0,11.0,14.0,152.0,1019.98,217.61,124.79999999999995,850.3399999999999,176.70000000000005,45.89000000000001,39.86000000000001,1237.5900000000001,Silver Subscribers
2420.0,104.0,48.0,11.0,82.0,40.0,9.0,10.0,152.0,815.0099999999998,398.54,73.88999999999999,825.2499999999999,212.60000000000002,64.91,36.900000000000006,1213.55,Silver Subscribers
2315.0,112.0,40.0,10.0,82.0,39.0,4.0,17.0,152.0,898.9299999999998,255.65,47.900000000000006,717.2799999999999,263.61000000000007,35.96,89.83,1154.58,Silver Subscribers
1904.0,124.0,28.0,15.0,83.0,35.0,6.0,13.0,152.0,887.8199999999999,132.74,49.850000000000016,680.25,160.65000000000003,22.940000000000005,106.86999999999998,1020.56,Silver Subscribers
2181.0,118.0,34.0,19.0,88.0,26.0,7.0,12.0,152.0,880.8799999999999,291.70000000000005,108.80999999999997,820.2199999999999,124.73999999999998,30.93,87.88,1172.58,Silver Subscribers
2391.0,119.0,33.0,13.0,82.0,38.0,6.0,13.0,152.0,954.8699999999999,224.70000000000002,89.86999999999998,768.27,227.62000000000006,34.94,58.87000000000001,1179.57,Silver Subscribers
2773.0,114.0,38.0,10.0,89.0,36.0,8.0,9.0,152.0,892.9199999999998,267.66,39.9,794.2099999999998,261.64000000000004,21.92,42.91,1160.58,Silver Subscribers
3055.0,101.0,51.0,14.0,88.0,34.0,7.0,9.0,152.0,879.0399999999998,372.5200000000001,104.85999999999999,816.1999999999998,230.66000000000003,54.93000000000001,44.910000000000004,1251.56,Silver Subscribers
2878.0,117.0,35.0,12.0,86.0,32.0,5.0,17.0,152.0,968.9200000000001,283.68,44.88000000000001,891.26,145.68,32.95,137.83,1252.5999999999997,Silver Subscribers
2536.0,112.0,40.0,20.0,75.0,33.0,9.0,15.0,152.0,933.9299999999998,309.64,170.8,732.34,187.67000000000002,49.910000000000004,102.84999999999998,1243.57,Silver Subscribers
1899.0,119.0,33.0,11.0,81.0,44.0,3.0,13.0,152.0,881.8800000000001,176.70000000000002,73.89,651.29,245.56000000000006,15.97,71.87,1058.58,Silver Subscribers
2161.0,114.0,38.0,14.0,74.0,46.0,6.0,12.0,152.0,862.93,229.64000000000004,71.86,710.3499999999999,226.54000000000008,28.940000000000005,54.88000000000001,1092.57,Silver Subscribers
3309.0,117.0,35.0,15.0,78.0,38.0,5.0,16.0,152.0,880.89,301.65999999999997,85.84999999999997,714.29,258.62000000000006,40.95,82.84,1182.55,Silver Subscribers
1855.0,108.0,44.0,16.0,77.0,43.0,3.0,13.0,152.0,820.9799999999999,253.58000000000004,105.83999999999999,647.31,224.57000000000002,14.97,81.86999999999998,1074.56,Silver Subscribers
1913.0,115.0,37.0,7.0,71.0,45.0,8.0,21.0,152.0,845.8999999999999,261.64000000000004,53.93,632.35,283.55000000000007,35.92,101.78999999999998,1107.54,Silver Subscribers
1578.0,96.0,56.0,16.0,84.0,33.0,6.0,13.0,152.0,772.1199999999999,456.46000000000004,129.83999999999997,820.26,181.67000000000002,33.940000000000005,62.87000000000001,1228.58,Silver Subscribers
2527.0,109.0,43.0,15.0,79.0,40.0,6.0,12.0,152.0,788.98,319.61,75.85000000000001,693.3200000000002,257.6,23.939999999999998,57.88000000000001,1108.59,Silver Subscribers
1757.0,110.0,41.0,13.0,78.0,42.0,7.0,11.0,151.0,786.95,302.62,67.86999999999999,731.3,189.58000000000004,44.93000000000001,55.89000000000001,1089.5700000000002,Silver Subscribers
2382.0,103.0,48.0,12.0,84.0,39.0,4.0,12.0,151.0,895.9999999999998,274.57,61.88000000000001,796.24,239.61000000000007,12.96,59.88000000000001,1170.5700000000002,Silver Subscribers
1640.0,101.0,50.0,14.0,85.0,37.0,7.0,8.0,151.0,826.0799999999999,407.53,65.86,845.27,242.63000000000005,45.93000000000001,33.92,1233.61,Silver Subscribers
1752.0,114.0,37.0,13.0,72.0,39.0,10.0,17.0,151.0,1026.9199999999998,245.66000000000003,61.87000000000001,792.3699999999999,280.61,57.900000000000006,79.83,1272.58,Silver Subscribers
2246.0,112.0,39.0,13.0,83.0,39.0,8.0,8.0,151.0,817.9499999999999,288.65000000000003,66.87,761.2799999999999,192.61000000000007,34.92,50.92,1106.6,Silver Subscribers
1793.0,110.0,41.0,9.0,81.0,36.0,10.0,15.0,151.0,987.9499999999998,251.62,55.910000000000004,849.27,180.64000000000004,73.89999999999999,79.84999999999998,1239.57,Silver Subscribers
2470.0,110.0,41.0,18.0,83.0,33.0,3.0,14.0,151.0,799.9699999999998,320.63,125.81999999999996,708.28,168.67000000000002,17.97,99.85999999999999,1120.6,Silver Subscribers
2497.0,109.0,42.0,5.0,82.0,37.0,6.0,21.0,151.0,829.9599999999998,358.61,60.949999999999996,800.2599999999998,197.63000000000005,44.940000000000005,84.78999999999998,1188.57,Silver Subscribers
2050.0,105.0,46.0,13.0,81.0,37.0,6.0,14.0,151.0,851.9599999999998,332.6,68.87,859.26,166.63000000000005,28.939999999999998,60.860000000000014,1184.56,Silver Subscribers
2840.0,109.0,42.0,11.0,92.0,31.0,6.0,11.0,151.0,900.95,315.62,39.89000000000001,880.1599999999999,219.69000000000005,40.940000000000005,35.89000000000001,1216.57,Silver Subscribers
2332.0,99.0,52.0,13.0,89.0,31.0,2.0,16.0,151.0,791.0699999999999,377.52000000000004,71.87,825.2099999999998,183.69000000000003,25.979999999999997,61.84,1168.59,Silver Subscribers
2386.0,115.0,36.0,15.0,74.0,38.0,9.0,15.0,151.0,882.9,222.69000000000003,95.84999999999997,579.3599999999999,291.62,58.910000000000004,79.85,1105.59,Silver Subscribers
2418.0,113.0,38.0,17.0,82.0,33.0,8.0,11.0,151.0,955.9199999999998,268.63000000000005,116.83,782.24,208.67000000000002,64.91999999999999,51.89000000000001,1224.55,Silver Subscribers
2993.0,113.0,38.0,13.0,74.0,39.0,9.0,16.0,151.0,838.9199999999998,233.64000000000004,59.87000000000001,662.3299999999999,208.61000000000007,47.910000000000004,93.83999999999999,1072.56,Silver Subscribers
2594.0,116.0,35.0,13.0,78.0,30.0,8.0,22.0,151.0,882.9100000000001,288.6700000000001,69.87,706.31,208.70000000000005,59.919999999999995,126.77999999999997,1171.58,Silver Subscribers
1813.0,116.0,35.0,13.0,77.0,40.0,2.0,19.0,151.0,859.8999999999999,337.69000000000005,50.87000000000001,772.3299999999999,203.6,8.98,161.81,1197.59,Silver Subscribers
3156.0,112.0,39.0,14.0,83.0,30.0,7.0,17.0,151.0,772.9499999999998,294.6500000000001,67.86000000000001,708.28,173.70000000000005,54.93,62.830000000000005,1067.6,Silver Subscribers
2301.0,114.0,37.0,14.0,83.0,35.0,8.0,11.0,151.0,901.8999999999999,245.64000000000004,94.85999999999996,793.2199999999998,164.65000000000003,56.91999999999999,37.89000000000001,1147.54,Silver Subscribers
2916.0,113.0,38.0,9.0,77.0,40.0,7.0,18.0,151.0,896.9299999999998,308.6600000000001,43.910000000000004,827.3299999999999,203.60000000000002,30.93,99.82,1205.59,Silver Subscribers
2562.0,114.0,37.0,15.0,69.0,38.0,6.0,23.0,151.0,757.8999999999999,273.6600000000001,86.85,613.3799999999999,178.62000000000006,45.940000000000005,106.76999999999997,1031.56,Silver Subscribers
2258.0,106.0,45.0,20.0,69.0,29.0,11.0,22.0,151.0,724.9699999999999,382.59000000000003,116.79999999999998,670.38,149.71,62.88999999999999,107.77999999999997,1107.56,Silver Subscribers
2011.0,115.0,36.0,14.0,75.0,48.0,4.0,10.0,151.0,939.8999999999997,319.6700000000001,112.85999999999997,788.3299999999999,270.52,26.959999999999997,60.9,1259.57,Silver Subscribers
1558.0,107.0,44.0,20.0,73.0,35.0,5.0,18.0,151.0,855.9599999999998,321.6,74.79999999999998,801.3399999999999,223.65000000000003,11.950000000000001,65.82000000000001,1177.56,Silver Subscribers
1943.0,104.0,47.0,12.0,71.0,41.0,12.0,15.0,151.0,865.0199999999998,305.57000000000005,72.87999999999998,653.3900000000001,272.59000000000003,36.88,134.84999999999997,1170.59,Silver Subscribers
1665.0,113.0,38.0,22.0,86.0,27.0,5.0,11.0,151.0,907.9399999999998,249.65000000000003,172.78000000000003,768.24,145.73000000000002,27.95,42.89000000000001,1157.59,Silver Subscribers
3154.0,106.0,45.0,10.0,93.0,31.0,3.0,14.0,151.0,757.0199999999999,348.58000000000004,60.9,853.1799999999998,94.68999999999997,12.97,83.86,1105.6,Silver Subscribers
1655.0,105.0,46.0,16.0,79.0,33.0,7.0,16.0,151.0,885.9799999999999,308.58000000000004,118.84,753.28,210.67000000000002,25.930000000000003,85.84,1194.56,Silver Subscribers
2200.0,113.0,38.0,15.0,87.0,32.0,7.0,10.0,151.0,1018.9199999999998,315.65000000000003,126.84999999999997,900.2099999999998,218.68,46.93000000000001,41.900000000000006,1334.57,Silver Subscribers
2835.0,115.0,36.0,16.0,79.0,37.0,8.0,11.0,151.0,920.8799999999999,257.65999999999997,64.84,748.26,264.63000000000005,38.92,61.89000000000001,1178.54,Silver Subscribers
2112.0,100.0,51.0,15.0,87.0,31.0,3.0,15.0,151.0,861.05,408.51,114.84999999999995,852.2,229.69000000000005,11.97,60.850000000000016,1269.56,Silver Subscribers
1751.0,101.0,50.0,14.0,83.0,35.0,6.0,13.0,151.0,801.02,413.56000000000006,69.86000000000001,787.26,272.65,31.939999999999998,52.870000000000005,1214.58,Silver Subscribers
3110.0,110.0,41.0,23.0,82.0,30.0,4.0,12.0,151.0,825.96,398.63,134.76999999999998,836.28,163.70000000000005,19.96,69.88,1224.59,Silver Subscribers
2095.0,110.0,41.0,13.0,85.0,34.0,7.0,12.0,151.0,945.9299999999998,369.62,63.87000000000001,955.2099999999998,196.66000000000003,43.93,55.88000000000001,1315.55,Silver Subscribers
1624.0,113.0,38.0,15.0,72.0,38.0,6.0,20.0,151.0,815.9299999999998,357.63,66.85,725.3499999999999,242.62000000000003,32.940000000000005,105.79999999999998,1173.56,Silver Subscribers
2879.0,110.0,41.0,12.0,80.0,40.0,4.0,15.0,151.0,843.97,238.63,47.88000000000001,755.31,204.60000000000002,15.96,58.85000000000001,1082.6,Silver Subscribers
2376.0,109.0,42.0,15.0,82.0,29.0,6.0,19.0,151.0,933.97,291.61,104.84999999999995,733.27,211.71000000000004,27.94,147.81,1225.58,Silver Subscribers
3282.0,105.0,46.0,11.0,85.0,36.0,7.0,12.0,151.0,880.02,320.58000000000004,49.89000000000001,769.26,235.64000000000004,40.93,104.87999999999997,1200.6,Silver Subscribers
1925.0,113.0,38.0,13.0,86.0,34.0,3.0,15.0,151.0,933.92,325.64,86.86999999999999,841.21,214.66,22.97,93.84999999999998,1259.56,Silver Subscribers
2051.0,109.0,42.0,10.0,87.0,29.0,9.0,16.0,151.0,883.9699999999999,316.61,97.89999999999998,773.22,185.71000000000004,42.910000000000004,100.84,1200.58,Silver Subscribers
1792.0,112.0,39.0,14.0,80.0,30.0,4.0,23.0,151.0,863.95,307.64000000000004,71.86,829.3,179.70000000000005,19.959999999999997,70.77,1171.59,Silver Subscribers
2070.0,103.0,48.0,17.0,82.0,36.0,4.0,12.0,151.0,574.0400000000002,369.57000000000005,63.830000000000005,617.3,185.64000000000004,5.96,70.88000000000001,943.6100000000001,Silver Subscribers
2576.0,112.0,39.0,14.0,81.0,33.0,4.0,19.0,151.0,992.9499999999998,286.64000000000004,127.85999999999996,796.2899999999998,232.67000000000002,27.96,94.80999999999999,1279.5900000000001,Silver Subscribers
2765.0,109.0,42.0,10.0,80.0,40.0,5.0,16.0,151.0,842.9699999999999,365.61,78.89999999999998,770.29,247.60000000000002,16.95,94.84,1208.58,Silver Subscribers
2089.0,117.0,34.0,17.0,71.0,42.0,8.0,13.0,151.0,902.89,280.67999999999995,123.82999999999997,692.3699999999999,255.58000000000004,42.92,68.87,1183.57,Silver Subscribers
3020.0,111.0,40.0,14.0,79.0,30.0,17.0,11.0,151.0,774.95,321.64,66.86,707.31,142.69999999999996,87.83,91.88999999999999,1096.59,Silver Subscribers
2028.0,119.0,32.0,15.0,77.0,31.0,9.0,19.0,151.0,805.8499999999999,231.7,116.84999999999995,617.29,159.69000000000005,42.910000000000004,100.80999999999999,1037.5500000000002,Silver Subscribers
2803.0,109.0,42.0,14.0,81.0,34.0,6.0,16.0,151.0,786.97,322.61,72.86,746.2799999999999,184.66000000000003,43.940000000000005,61.84,1109.58,Silver Subscribers
1773.0,100.0,51.0,14.0,87.0,34.0,6.0,10.0,151.0,732.06,391.52000000000004,111.85999999999997,720.22,206.66000000000003,47.94,36.900000000000006,1123.58,Silver Subscribers
3011.0,109.0,42.0,11.0,78.0,42.0,8.0,12.0,151.0,862.98,261.61,73.88999999999997,681.3199999999999,267.58000000000004,35.92,65.88000000000001,1124.59,Silver Subscribers
2312.0,107.0,44.0,17.0,82.0,31.0,9.0,12.0,151.0,908.9799999999998,389.6,113.82999999999998,795.27,207.69000000000005,87.91,93.87999999999998,1298.58,Silver Subscribers
2650.0,117.0,34.0,5.0,84.0,31.0,10.0,21.0,151.0,976.8999999999999,304.68,40.949999999999996,830.25,240.69000000000005,48.900000000000006,120.78999999999998,1281.58,Silver Subscribers
1520.0,113.0,38.0,14.0,72.0,38.0,8.0,19.0,151.0,800.9599999999999,299.65000000000003,68.86,593.4,269.62000000000006,41.919999999999995,126.80999999999999,1100.61,Silver Subscribers
2150.0,113.0,38.0,11.0,84.0,28.0,11.0,17.0,151.0,796.9599999999999,243.65000000000003,79.88999999999999,609.28,174.72000000000003,57.89,118.82999999999997,1040.61,Silver Subscribers
1624.0,112.0,39.0,9.0,86.0,41.0,6.0,9.0,151.0,933.9599999999999,241.66000000000005,73.90999999999998,801.27,209.59000000000003,25.939999999999998,64.91,1175.62,Silver Subscribers
3067.0,115.0,36.0,13.0,82.0,32.0,6.0,18.0,151.0,811.9299999999998,327.65,89.86999999999998,731.27,207.68,27.940000000000005,82.82,1139.58,Silver Subscribers
2520.0,110.0,41.0,20.0,74.0,28.0,10.0,19.0,151.0,778.94,303.62,135.8,617.3299999999999,146.71999999999997,36.900000000000006,145.81000000000003,1082.56,Silver Subscribers
2495.0,111.0,40.0,14.0,75.0,37.0,13.0,12.0,151.0,939.9699999999998,357.63,109.85999999999997,709.3599999999999,322.63,68.87,86.87999999999998,1297.6,Silver Subscribers
2439.0,106.0,45.0,17.0,80.0,33.0,6.0,15.0,151.0,871.9799999999998,328.59000000000003,99.83,767.2799999999999,235.67000000000002,28.94,68.85000000000001,1200.5700000000002,Silver Subscribers
2823.0,105.0,46.0,10.0,81.0,39.0,11.0,10.0,151.0,839.0199999999999,291.58000000000004,32.9,718.3,247.61000000000007,44.89000000000001,86.89999999999998,1130.6,Silver Subscribers
3195.0,98.0,53.0,16.0,97.0,23.0,5.0,10.0,151.0,854.0799999999999,389.51000000000005,72.84,867.1299999999999,187.77000000000004,33.95,81.89999999999999,1243.59,Silver Subscribers
1866.0,111.0,40.0,17.0,86.0,35.0,3.0,10.0,151.0,889.9499999999998,257.64,120.82999999999998,780.24,162.65000000000003,19.969999999999995,63.9,1147.59,Silver Subscribers
1703.0,102.0,49.0,12.0,84.0,34.0,6.0,15.0,151.0,747.05,393.56,47.88000000000001,774.28,208.66000000000003,12.940000000000001,96.84999999999997,1140.6100000000001,Silver Subscribers
2388.0,111.0,40.0,16.0,80.0,31.0,8.0,16.0,151.0,838.96,328.64,128.83999999999997,660.31,220.69000000000005,49.92,107.83999999999999,1167.6,Silver Subscribers
2810.0,110.0,41.0,6.0,87.0,39.0,4.0,15.0,151.0,868.96,292.63,52.940000000000005,782.2299999999999,193.61000000000007,25.96,106.84999999999998,1161.59,Silver Subscribers
2112.0,112.0,39.0,9.0,87.0,32.0,4.0,19.0,151.0,900.9199999999998,232.66000000000005,24.910000000000004,769.22,230.67999999999998,26.96,81.80999999999999,1133.58,Silver Subscribers
1667.0,100.0,51.0,12.0,87.0,33.0,5.0,14.0,151.0,778.05,407.52000000000004,87.87999999999998,826.21,176.67000000000002,14.950000000000001,79.85999999999999,1185.57,Silver Subscribers
2913.0,107.0,44.0,12.0,71.0,45.0,10.0,13.0,151.0,793.9699999999998,348.58000000000004,39.88000000000001,671.3500000000001,273.55000000000007,83.89999999999999,73.87,1142.55,Silver Subscribers
2574.0,107.0,44.0,11.0,85.0,35.0,7.0,13.0,151.0,930.9899999999998,387.59000000000003,74.89,882.24,216.65000000000003,55.93000000000001,88.86999999999996,1318.58,Silver Subscribers
2766.0,109.0,42.0,13.0,75.0,35.0,10.0,18.0,151.0,876.9299999999998,286.61,38.870000000000005,726.3,219.65000000000003,58.900000000000006,119.81999999999998,1163.54,Silver Subscribers
1952.0,101.0,50.0,15.0,89.0,28.0,8.0,11.0,151.0,864.04,419.53999999999996,98.84999999999995,883.1999999999998,177.72000000000003,54.92,68.88999999999999,1283.58,Silver Subscribers
2577.0,114.0,37.0,17.0,75.0,32.0,8.0,19.0,151.0,814.8999999999999,315.6700000000001,121.82999999999997,676.3299999999999,163.68,47.919999999999995,120.80999999999999,1130.57,Silver Subscribers
2169.0,101.0,50.0,16.0,81.0,34.0,5.0,15.0,151.0,738.05,326.55,112.83999999999999,640.3,212.66000000000003,22.95,75.85,1064.6,Silver Subscribers
2707.0,107.0,44.0,16.0,83.0,39.0,5.0,8.0,151.0,770.0,318.61,91.84,679.29,256.61,16.95,43.92,1088.61,Silver Subscribers
2965.0,108.0,43.0,13.0,77.0,35.0,3.0,23.0,151.0,828.9599999999998,338.62,88.87,688.3199999999999,235.65000000000003,14.97,139.77,1167.58,Silver Subscribers
2239.0,99.0,52.0,12.0,97.0,24.0,6.0,12.0,151.0,909.0699999999999,465.51,86.88,1016.1199999999999,159.76,36.940000000000005,74.88,1374.58,Silver Subscribers
2309.0,94.0,57.0,22.0,66.0,42.0,4.0,17.0,151.0,665.0999999999999,417.46000000000004,101.77999999999997,649.41,204.58000000000004,37.96,88.83,1082.56,Silver Subscribers
2745.0,108.0,43.0,13.0,88.0,32.0,3.0,15.0,151.0,849.9699999999999,334.6,127.86999999999996,756.1999999999998,210.68,24.97,64.85000000000001,1184.57,Silver Subscribers
2224.0,114.0,37.0,14.0,80.0,31.0,8.0,18.0,151.0,1010.9199999999998,257.67,105.85999999999999,847.3,150.69000000000003,52.92,111.82,1268.59,Silver Subscribers
2990.0,108.0,43.0,18.0,82.0,33.0,6.0,12.0,151.0,885.99,326.6,158.82,773.28,205.67000000000002,29.94,44.88000000000001,1212.59,Silver Subscribers
1910.0,105.0,46.0,13.0,85.0,32.0,6.0,15.0,151.0,716.9899999999999,280.58000000000004,59.87000000000001,668.23,118.68,40.94,109.84999999999995,997.5700000000002,Silver Subscribers
2370.0,117.0,34.0,15.0,84.0,37.0,3.0,12.0,151.0,843.8899999999999,282.7,117.84999999999995,703.26,220.63000000000005,12.97,71.88,1126.5900000000001,Silver Subscribers
